iter	Passed	Remaining
290	2662	6487
291	2669	6473
292	2676	6458
293	2683	6443
294	2689	6426
295	2695	6411
296	2702	6397
297	2709	6381
298	2715	6367
299	2722	6352
300	2728	6336
301	2735	6322
302	2741	6306
303	2748	6292
304	2754	6277
305	2762	6264
306	2768	6248
307	2785	6258
308	2791	6242
309	2815	6266
310	2821	6249
311	2827	6235
312	2834	6220
313	2839	6204
314	2846	6190
315	2853	6176
316	2860	6162
317	2866	6148
318	2873	6134
319	2882	6124
320	2888	6109
321	2895	6097
322	2903	6084
323	2910	6071
324	2917	6058
325	2923	6043
326	2931	6032
327	2937	6017
328	2945	6006
329	2952	5994
330	2960	5983
331	2972	5980
332	2979	5968
333	2986	5954
334	2999	5954
335	3005	5939
336	3012	5927
337	3019	5913
338	3027	5903
339	3034	5890
340	3042	5878
341	3048	5866
342	3055	5852
343	3063	5842
344	3069	5828
345	3077	5817
346	3084	5804
347	3092	5793
348	3098	5780
349	3105	5768
350	3113	5756
351	3120	5743
352	3127	5732
353	3133	5718
354	3142	5708
355	3148	5696
356	3156	5684
357	3163	5672
358	3170	5661
359	3178	5650
360	3185	5639
361	3193	5627
362	3199	5614
363	3207	5604
364	3229	5618
365	3235	5605
366	3242	5592
367	3249	5580
368	3262	5579
369	3272	5572
370	3279	5559
371	3305	5580
372	3312	5568
373	3320	5557
374	3326	5544
375	3333	5531
376	3340	5520
377	3347	5507
378	3354	5497
379	3361	5484
380	3369	5474
381	3376	5461
382	3395	5470
383	3403	5459
384	3410	5447
385	3418	5436
386	3425	5425
387	3443	5431
388	3450	5419
389	3472	5431
390	3478	5417
391	3485	5405
392	3491	5392
393	3498	5380
394	3505	5368
395	3511	5356
396	3519	5345
397	3525	5333
398	3533	5322
399	3540	5310
400	3547	5298
401	3553	5286
402	3560	5273
403	3582	5285
404	3589	5273
405	3596	5261
406	3603	5249
407	3609	5236
408	3632	5249
409	3640	5238
410	3648	5228
411	3656	5218
412	3665	5209
413	3675	5202
414	3684	5193
415	3692	5183
416	3706	5181
417	3715	5173
418	3723	5163
419	3732	5154
420	3739	5143
421	3748	5134
422	3756	5123
423	3764	5114
424	3772	5103
425	3781	5095
426	3788	5084
427	3797	5075
428	3805	5064
429	3814	5056
430	3821	5044
431	3830	5036
432	3837	5025
433	3846	5016
434	3853	5004
435	3861	4995
436	3876	4993
437	3883	4982
438	3891	4973
439	3898	4961
440	3906	4951
441	3913	4940
442	3921	4930
443	3928	4919
444	3936	4910
445	3944	4899
446	3951	4888
447	3959	4879
448	3966	4868
449	3975	4859
450	3983	4848
451	3991	4839
452	3999	4828
453	4007	4819
454	4014	4808
455	4022	4798
456	4030	4788
457	4038	4778
458	4045	4768
459	4053	4758
460	4060	4747
461	4067	4737
462	4075	4727
463	4083	4716
464	4108	4727
465	4115	4716
466	4125	4708
467	4133	4699
468	4141	4689
469	4149	4679
470	4157	4669
471	4165	4660
472	4174	4651
473	4182	4641
474	4190	4631
475	4198	4622
476	4207	4613
477	4215	4603
478	4223	4594
479	4231	4584
480	4240	4575
481	4248	4566
482	4256	4556
483	4265	4547
484	4273	4537
485	4281	4528
486	4289	4518
487	4297	4509
488	4305	4499
489	4313	4489
490	4321	4479
491	4328	4469
492	4337	4460
493	4345	4450
494	4353	4441
495	4361	4432
496	4369	4422
497	4378	4413
498	4386	4404
499	4395	4395
500	4403	4385
501	4411	4375
502	4418	4365
503	4426	4356
504	4445	4357
505	4452	4347
506	4460	4337
507	4467	4326
508	4475	4317
509	4482	4307
510	4490	4296
511	4498	4287
512	4505	4277
513	4513	4267
514	4520	4256
515	4528	4247
516	4535	4236
517	4543	4227
518	4551	4217
519	4559	4208
520	4566	4197
521	4574	4188
522	4662	4252
523	4759	4323
524	4849	4387
525	4953	4463
526	5060	4542
527	5168	4619
528	5268	4690
529	5374	4766
530	5473	4834
531	5595	4922
532	5734	5024
533	5836	5092
534	5934	5157
535	6022	5213
536	6112	5270
537	6194	5319
538	6273	5365
539	6374	5429
540	6471	5490
541	6552	5537
542	6653	5599
543	6750	5658
544	6832	5703
545	6915	5750
546	7002	5799
547	7093	5850
548	7190	5906
549	7286	5962
550	7389	6021
551	7497	6084
552	7616	6156
553	7752	6240
554	7860	6302
555	8003	6391
556	8143	6476
557	8273	6553
558	8425	6647
559	8540	6710
560	8672	6786
561	8792	6852
562	8894	6904
563	9018	6972
564	9122	7023
565	9221	7070
566	9340	7133
567	9444	7182
568	9539	7225
569	9655	7284
570	9776	7345
571	9894	7403
572	10003	7454
573	10107	7501
574	10208	7545
575	10308	7588
576	10403	7626
577	10514	7676
578	10604	7710
579	10700	7748
580	10797	7787
581	10899	7827
582	11005	7871
583	11097	7905
584	11182	7932
585	11280	7969
586	11381	8007
587	11478	8042
588	11571	8074
589	11674	8112
590	11756	8136
591	11853	8169
592	11935	8192
593	12023	8217
594	12110	8243
595	12199	8269
596	12294	8299
597	12392	8331
598	12477	8352
599	12565	8376
600	12590	8358
601	12597	8328
602	12604	8298
603	12611	8268
604	12620	8239
605	12628	8210
606	12638	8182
607	12647	8154
608	12655	8125
609	12662	8095
610	12670	8066
611	12678	8038
612	12686	8008
613	12694	7980
614	12701	7951
615	12708	7922
616	12716	7893
617	12722	7864
618	12731	7836
619	12738	7807
620	12746	7779
621	12753	7750
622	12760	7722
623	12768	7693
624	12775	7665
625	12782	7637
626	12789	7608
627	12798	7581
628	12805	7552
629	12813	7525
630	12820	7497
631	12843	7478
632	12850	7450
633	12858	7422
634	12865	7395
635	12872	7367
636	12880	7340
637	12887	7312
638	12895	7285
639	12901	7257
640	12909	7230
641	12916	7202
642	12923	7175
643	12930	7147
644	12937	7120
645	12945	7094
646	12952	7066
647	12960	7040
648	12966	7012
649	12973	6985
650	12979	6958
651	12985	6930
652	12992	6904
653	12998	6877
654	13005	6850
655	13013	6824
656	13019	6797
657	13027	6770
658	13033	6744
659	13054	6724
660	13060	6698
661	13066	6671
662	13073	6645
663	13079	6618
664	13085	6592
665	13092	6565
666	13098	6539
667	13105	6513
668	13112	6487
669	13119	6461
670	13125	6435
671	13131	6409
672	13138	6383
673	13144	6357
674	13151	6332
675	13157	6306
676	13163	6280
677	13171	6255
678	13177	6229
679	13185	6204
680	13191	6179
681	13198	6153
682	13205	6129
683	13211	6103
684	13218	6078
685	13225	6053
686	13231	6028
687	13238	6003
688	13244	5978
689	13251	5953
690	13257	5928
691	13264	5903
692	13271	5879
693	13277	5854
694	13297	5835
695	13304	5811
696	13311	5786
697	13318	5762
698	13325	5738
699	13333	5714
700	13340	5690
701	13347	5665
702	13354	5642
703	13361	5617
704	13368	5594
705	13375	5569
706	13383	5546
707	13390	5522
708	13397	5498
709	13404	5474
710	13410	5451
711	13418	5427
712	13426	5404
713	13433	5381
714	13440	5357
715	13447	5334
716	13454	5310
717	13462	5287
718	13469	5264
719	13476	5241
720	13484	5217
721	13491	5194
722	13498	5171
723	13504	5148
724	13512	5125
725	13519	5102
726	13526	5079
727	13534	5056
728	13541	5033
729	13549	5011
730	13556	4988
731	13565	4966
732	13574	4944
733	13581	4921
734	13588	4899
735	13597	4877
736	13605	4855
737	13625	4837
738	13633	4814
739	13640	4792
740	13647	4770
741	13654	4747
742	13662	4725
743	13669	4703
744	13677	4681
745	13683	4659
746	13691	4637
747	13698	4614
748	13705	4593
749	13712	4570
750	13720	4549
751	13728	4527
752	13735	4505
753	13743	4483
754	13750	4462
755	13758	4440
756	13766	4418
757	13773	4397
758	13779	4375
759	13792	4355
760	13798	4333
761	13806	4312
762	13813	4290
763	13822	4269
764	13829	4248
765	13836	4226
766	13843	4205
767	13850	4184
768	13858	4162
769	13865	4141
770	13872	4120
771	13879	4099
772	13886	4078
773	13893	4056
774	13899	4035
775	13923	4019
776	13929	3997
777	13936	3976
778	13943	3955
779	13950	3934
780	13957	3913
781	13964	3892
782	13972	3872
783	13979	3851
784	13987	3830
785	13993	3810
786	14001	3789
787	14009	3768
788	14016	3748
789	14023	3727
790	14030	3707
791	14036	3686
792	14042	3665
793	14050	3645
794	14057	3624
795	14081	3608
796	14087	3588
797	14093	3567
798	14100	3547
799	14106	3526
800	14113	3506
801	14120	3486
802	14127	3465
803	14133	3445
804	14149	3427
805	14155	3407
806	14163	3387
807	14170	3367
808	14177	3347
809	14184	3327
810	14190	3307
811	14197	3287
812	14203	3267
813	14210	3247
814	14218	3227
815	14225	3207
816	14232	3187
817	14239	3168
818	14246	3148
819	14253	3128
820	14262	3109
821	14269	3089
822	14277	3070
823	14285	3051
824	14293	3031
825	14300	3012
826	14309	2993
827	14315	2973
828	14322	2954
829	14329	2934
830	14336	2915
831	14343	2896
832	14350	2876
833	14358	2857
834	14364	2838
835	14372	2819
836	14378	2800
837	14385	2781
838	14393	2761
839	14399	2742
840	14408	2724
841	14415	2704
842	14422	2686
843	14430	2667
844	14437	2648
845	14445	2629
846	14451	2610
847	14459	2591
848	14466	2572
849	14474	2554
850	14480	2535
851	14489	2516
852	14496	2498
853	14504	2479
854	14511	2460
855	14518	2442
856	14525	2423
857	14532	2405
858	14539	2386
859	14545	2367
860	14554	2349
861	14560	2331
862	14567	2312
863	14574	2294
864	14581	2275
865	14604	2259
866	14610	2241
867	14618	2223
868	14625	2204
869	14633	2186
870	14640	2168
871	14646	2149
872	14654	2131
873	14661	2113
874	14669	2095
875	14676	2077
876	14684	2059
877	14691	2041
878	14698	2023
879	14705	2005
880	14712	1987
881	14719	1969
882	14727	1951
883	14734	1933
884	14742	1915
885	14749	1897
886	14756	1879
887	14764	1862
888	14772	1844
889	14779	1826
890	14786	1808
891	14793	1791
892	14801	1773
893	14808	1755
894	14817	1738
895	14824	1720
896	14832	1703
897	14839	1685
898	14847	1668
899	14853	1650
900	14861	1632
901	14868	1615
902	14874	1597
903	14882	1580
904	14889	1562
905	14896	1545
906	14903	1528
907	14911	1510
908	14919	1493
909	14927	1476
910	14934	1458
911	14941	1441
912	14948	1424
913	14955	1407
914	14962	1389
915	14968	1372
916	14976	1355
917	14983	1338
918	14989	1321
919	15012	1305
920	15018	1288
921	15027	1271
922	15034	1254
923	15042	1237
924	15048	1220
925	15055	1203
926	15062	1186
927	15068	1169
928	15075	1152
929	15082	1135
930	15089	1118
931	15096	1101
932	15102	1084
933	15110	1067
934	15116	1050
935	15124	1034
936	15130	1017
937	15137	1000
938	15144	983
939	15150	967
940	15157	950
941	15163	933
942	15170	916
943	15176	900
944	15183	883
945	15190	867
946	15197	850
947	15204	833
948	15211	817
949	15217	800
950	15240	785
951	15246	768
952	15254	752
953	15265	736
954	15276	719
955	15287	703
956	15296	687
957	15306	671
958	15315	654
959	15325	638
960	15331	622
961	15339	605
962	15346	589
963	15354	573
964	15361	557
965	15369	540
966	15376	524
967	15383	508
968	15391	492
969	15398	476
970	15406	460
971	15413	444
972	15420	427
973	15427	411
974	15434	395
975	15442	379
976	15451	363
977	15457	347
978	15466	331
979	15474	315
980	15498	300
981	15504	284
982	15512	268
983	15520	252
984	15527	236
985	15535	220
986	15543	204
987	15551	188
988	15558	173
989	15566	157
990	15573	141
991	15581	125
992	15588	109
993	15596	94
994	15604	78
995	15614	62
996	15623	47
997	15632	31
998	15640	15
999	15649	0
