iter	Logloss
188	0.4656681518
189	0.464937409
190	0.4640797667
191	0.4632245583
192	0.4622754508
193	0.4614291623
194	0.4604312256
195	0.459601228
196	0.4587171388
197	0.4576952683
198	0.4568470934
199	0.4560374141
200	0.455161393
201	0.4543890339
202	0.4536701037
203	0.4528104892
204	0.4521117355
205	0.4513657004
206	0.4505300742
207	0.4494344942
208	0.4486240646
209	0.4478905765
210	0.446950896
211	0.4461683776
212	0.4456141079
213	0.4449425832
214	0.4440287618
215	0.4434668618
216	0.4424899042
217	0.4418748672
218	0.4410660384
219	0.4400897951
220	0.4393382424
221	0.4384456801
222	0.437499452
223	0.4368459178
224	0.4360044992
225	0.4352444523
226	0.4342497878
227	0.4333662679
228	0.4322384977
229	0.4315017578
230	0.4308070208
231	0.4300745445
232	0.4293068773
233	0.4287057379
234	0.4280454176
235	0.4272079806
236	0.4266293233
237	0.4257405552
238	0.4249519562
239	0.4240863816
240	0.423408029
241	0.4229131884
242	0.42222664
243	0.4216071373
244	0.4209715035
245	0.4198758578
246	0.4190000071
247	0.4181711435
248	0.4174579467
249	0.4166834715
250	0.4160989886
251	0.4154260006
252	0.4147893478
253	0.4140506601
254	0.4133041223
255	0.4127334087
256	0.4117644304
257	0.4111716172
258	0.4106450496
259	0.409773699
260	0.4089710794
261	0.4083221948
262	0.4077375453
263	0.4070468816
264	0.40639986
265	0.4058377504
266	0.4052011966
267	0.4047373329
268	0.403920318
269	0.4032189953
270	0.4026052427
271	0.4018638913
272	0.4013135253
273	0.4005678987
274	0.4000132839
275	0.3993439796
276	0.3986473554
277	0.3981603564
278	0.3975224615
279	0.3968878064
280	0.3963006003
281	0.3953511071
282	0.3948949619
283	0.3942623046
284	0.3935333321
285	0.3927605109
286	0.3919323167
287	0.3913843525
288	0.3907488804
289	0.3899452173
290	0.3892847211
291	0.3884388133
292	0.3879024519
293	0.3873176529
294	0.3868383056
295	0.3860508469
296	0.3852581161
297	0.3845656669
298	0.383965578
299	0.3833680453
300	0.3827766928
301	0.382057273
302	0.3813803354
303	0.3807019377
304	0.3798648989
305	0.3792852205
306	0.3788053932
307	0.3782498453
308	0.3774029088
309	0.3767431355
310	0.3760635884
311	0.3754493302
312	0.3748480403
313	0.3742790914
314	0.3738004479
315	0.3732529151
316	0.3727119509
317	0.3721563832
318	0.3716343815
319	0.3710802853
320	0.3705047497
321	0.3700455901
322	0.3694496888
323	0.3687691715
324	0.3679992096
325	0.3675839767
326	0.366996178
327	0.3663745773
328	0.3658361092
329	0.3653433183
330	0.3647620469
331	0.3642810019
332	0.3636314864
333	0.362818049
334	0.3622442988
335	0.3616762942
336	0.3611130156
337	0.3604866671
338	0.3599392191
339	0.3593461105
340	0.3586567244
341	0.3581509609
342	0.3576093492
343	0.3569881058
344	0.3564620991
345	0.3559485422
346	0.355356182
347	0.3547282433
348	0.3541575425
349	0.353760705
350	0.3530939514
351	0.3524751811
352	0.3519406598
353	0.3513434192
354	0.3508086931
355	0.3501211252
356	0.3494988104
357	0.3488908129
358	0.3482960488
359	0.3476873203
360	0.3468641813
361	0.3463685196
362	0.3458005459
363	0.3452244187
364	0.3446227422
365	0.3442321998
366	0.343561639
367	0.3429697225
368	0.3422696704
369	0.3417303783
370	0.3412696554
371	0.3407968998
372	0.3402917871
373	0.3395924974
374	0.3390221445
375	0.3384254796
376	0.3378006468
377	0.3371958709
378	0.3366526795
379	0.3360616366
380	0.3356609659
381	0.3352089024
382	0.3347710523
383	0.3341784936
384	0.3336834547
385	0.3330733665
386	0.3324881488
387	0.3319435163
388	0.331526205
389	0.3310498773
390	0.3305097391
391	0.3301075401
392	0.3294820401
393	0.3290257694
394	0.3285544836
395	0.3280355517
396	0.3275039018
397	0.3270929081
398	0.326530722
399	0.3260886321
400	0.3255247533
401	0.3251029167
402	0.3245917545
403	0.3239999271
404	0.3235845748
405	0.3231907794
406	0.3227550011
407	0.3221582144
408	0.3215267865
409	0.3209618636
410	0.3204135768
411	0.3197960274
412	0.3192254082
413	0.3187479679
414	0.3181522752
415	0.3176724226
416	0.3172127241
417	0.3164941329
418	0.3158723241
419	0.3154377427
420	0.3150664948
421	0.3145832881
422	0.3139956483
423	0.3135139038
424	0.3128797759
425	0.3124508116
426	0.3119311369
427	0.3112772548
428	0.3108469497
429	0.3101847581
430	0.3097753296
431	0.3094715476
432	0.3088787801
433	0.3083893901
434	0.3079799995
435	0.3075862521
436	0.3071495314
437	0.3066452409
438	0.3061128685
439	0.3056394477
440	0.3051564229
441	0.3047469749
442	0.3043544534
443	0.3039482866
444	0.3034055076
445	0.3030095468
446	0.3026311919
447	0.30213137
448	0.3015557796
449	0.3010737037
450	0.3006283553
451	0.30016521
452	0.2996720323
453	0.2992356795
454	0.2988817543
455	0.2982674778
456	0.2977262404
457	0.297037177
458	0.2965116108
459	0.2960817552
460	0.2956000745
461	0.2951040823
462	0.2946376816
463	0.2941035878
464	0.2936680216
465	0.2933095979
466	0.2928394732
467	0.2925010181
468	0.2920732221
469	0.2915108982
470	0.2911520106
471	0.2906832956
472	0.2903355496
473	0.2899687266
474	0.2895658004
475	0.2890694617
476	0.2885340686
477	0.2880712234
478	0.2877683462
479	0.2872699579
480	0.2867610476
481	0.2864614071
482	0.2860353624
483	0.2856783902
484	0.2852807374
485	0.2848520362
486	0.2843971575
487	0.283966888
488	0.283560017
489	0.2832210963
490	0.2828140301
491	0.2824308635
492	0.2821145782
493	0.2815623792
494	0.281082449
495	0.2805995323
496	0.2802881437
497	0.279921615
498	0.2794414992
499	0.2791331944
500	0.2787261851
501	0.2781362608
502	0.2776509387
503	0.2771598414
504	0.2767791181
505	0.2761585231
506	0.2758007863
507	0.2753927956
508	0.2750451856
509	0.2745580054
510	0.2741116587
511	0.2736790141
512	0.2733020362
513	0.2728379657
514	0.2724625869
515	0.2720685005
516	0.2716268724
517	0.2713356787
518	0.2709731403
519	0.2706206718
520	0.2702571921
521	0.2698500631
522	0.2694847712
523	0.2690937798
524	0.2685978653
525	0.2681681633
526	0.2678316063
527	0.2674487912
528	0.2670549309
529	0.2666169135
530	0.2663493162
531	0.2659277264
532	0.2656843622
533	0.2653124089
534	0.2648491601
535	0.2644906523
536	0.2641559919
537	0.2637472493
538	0.2633111992
539	0.2629394076
540	0.2626062894
541	0.2622632145
542	0.261943039
543	0.2615349856
544	0.2611129996
545	0.2607209541
546	0.2603196421
547	0.2599762153
548	0.2596016255
549	0.2592696504
550	0.258986838
551	0.2586677424
552	0.2582742693
553	0.2578480774
554	0.2575312631
555	0.2569853098
556	0.2566738543
557	0.2563743249
558	0.2559849712
559	0.2555645355
560	0.2552787896
561	0.2548708568
562	0.2545538975
563	0.2541152695
564	0.2537242655
565	0.2534364789
566	0.2530622683
567	0.2526493469
568	0.252332865
569	0.2521048358
570	0.2517451503
571	0.251490219
572	0.2511538113
573	0.2508000051
574	0.2504642481
575	0.2501863393
576	0.2498590676
577	0.2494770476
578	0.2489879325
579	0.2486290079
580	0.2482262456
581	0.2478528062
582	0.2475103715
583	0.2470570885
584	0.2467125815
585	0.2464333603
586	0.2461463723
587	0.2458357925
588	0.2455131534
589	0.2451211902
590	0.2448025367
591	0.2443386079
592	0.244015151
593	0.2436780337
594	0.2432245743
595	0.2428153969
596	0.2425128349
597	0.2421593555
598	0.2417966732
599	0.241455811
600	0.2411671658
601	0.2408550398
602	0.2403113141
603	0.2399855155
604	0.2395911195
605	0.2391989949
606	0.2388738602
607	0.2385194407
608	0.2381720821
609	0.2377966453
610	0.2373661253
611	0.2370460809
612	0.2367505337
613	0.2364205446
614	0.2361379405
615	0.2357895207
616	0.2355073545
617	0.2352022392
618	0.2349051306
619	0.2345805027
620	0.234312692
621	0.233984853
622	0.2335793155
623	0.2332391867
624	0.2328995276
625	0.2325151421
626	0.2321221194
627	0.2317267271
628	0.2314212928
629	0.2310427743
630	0.230667856
631	0.2303389707
632	0.2300589989
633	0.2297436168
634	0.2294408084
635	0.2290354054
636	0.2286362933
637	0.2283009199
638	0.2279571868
639	0.2276769302
640	0.2273430344
641	0.2269820544
642	0.2265362923
643	0.2261631545
644	0.2258909125
645	0.2254962908
646	0.2251934943
647	0.2248780857
648	0.224484753
649	0.22420753
650	0.2238309309
651	0.2235484431
652	0.2232418648
653	0.2229117006
654	0.2225356508
655	0.2222419579
656	0.2218201259
657	0.2215225281
658	0.2212176034
659	0.2209131703
660	0.2206442144
661	0.2203819205
662	0.2199903052
663	0.2196707245
664	0.2193821869
665	0.2190403919
666	0.2186437023
667	0.2182817854
668	0.2180062445
669	0.2176763119
670	0.2173388412
671	0.2170421742
672	0.2167266603
673	0.2164095811
674	0.2160845584
675	0.2157820615
676	0.2154520948
677	0.2151840984
678	0.2149009153
679	0.2146871861
680	0.2143736049
681	0.214120328
682	0.2138532183
683	0.2135616354
684	0.2132158452
685	0.2128443894
686	0.2125730708
687	0.2122370501
688	0.2119534735
689	0.2116926087
690	0.2114033636
691	0.2111017392
692	0.2107790122
693	0.2104468679
694	0.2100577874
695	0.2097432269
696	0.209364146
697	0.2091076114
698	0.2088147815
699	0.2085104769
700	0.2082511128
701	0.2080334331
702	0.2077796084
703	0.2075173651
704	0.2071972512
705	0.2068933714
706	0.2064946047
707	0.2061526333
708	0.2058216593
709	0.205536343
710	0.2052095028
711	0.2049537038
712	0.2045744372
713	0.2043050282
714	0.204024177
715	0.2037544291
716	0.2034492196
717	0.2031604345
718	0.2027853987
719	0.2025534929
720	0.2023066518
721	0.2019935865
722	0.2016685774
723	0.2013219162
724	0.2009609138
725	0.2006707323
726	0.2002885187
727	0.1999613122
728	0.1996429719
729	0.1993187386
730	0.1988957958
731	0.1986439461
732	0.1981941797
733	0.1978136556
734	0.197568918
735	0.197235359
736	0.1969951141
737	0.1967228034
738	0.1963930548
739	0.1961623951
740	0.1958510342
741	0.1956085188
742	0.1952530961
743	0.1949276412
744	0.1947209944
745	0.1943335805
746	0.1939773521
747	0.1935823287
748	0.1932544991
749	0.1929612064
750	0.1926538055
751	0.1924298309
752	0.1921900467
753	0.1918745059
754	0.1914658251
755	0.1912344368
756	0.1909747683
757	0.1905660293
758	0.1902184379
759	0.1899815869
760	0.1896888071
761	0.18940619
762	0.1891608044
763	0.1888802182
764	0.1886424796
765	0.1883449638
766	0.1879699076
767	0.1877158233
768	0.1873394374
769	0.1869766128
770	0.1866402138
771	0.1863379193
772	0.1861113529
773	0.1857427963
774	0.185411614
775	0.1851645499
776	0.184833641
777	0.1845519367
778	0.1842394029
779	0.1839814257
780	0.1836345833
781	0.183353956
782	0.1830059439
783	0.1826962179
784	0.1824203955
785	0.1821171531
786	0.1818037798
787	0.181400456
788	0.1810985351
789	0.1808576123
790	0.1805003798
791	0.1802372771
792	0.1799683942
793	0.1796984305
794	0.1794320037
795	0.1791766688
796	0.1789425414
797	0.1787259884
798	0.1785091225
799	0.1781765699
800	0.1779723436
801	0.177714799
802	0.1774994182
803	0.1772485285
804	0.1770060093
805	0.1767010734
806	0.1764057358
807	0.1761037932
808	0.1758276302
809	0.1755658718
810	0.1752011559
811	0.1748986331
812	0.1746120817
813	0.1743533263
814	0.1740438654
815	0.1737857041
816	0.1735175188
817	0.1731995586
818	0.1729696896
819	0.1726944393
820	0.1724427324
821	0.1721748537
822	0.1718470407
823	0.1716134758
824	0.1713635699
825	0.1710232207
826	0.1707967248
827	0.1704664329
828	0.1702004989
829	0.1699396893
830	0.1696825784
831	0.1694484008
832	0.1691832293
833	0.1688757191
834	0.1685271866
835	0.1682482871
836	0.1679907391
837	0.1677524175
838	0.1675208672
839	0.1672597699
840	0.1670073974
841	0.1667073949
842	0.1664616949
843	0.1661564791
844	0.1659205175
845	0.1656360585
846	0.1653958144
847	0.1650712937
848	0.1647625934
849	0.1645565346
850	0.1642714497
851	0.1640331666
852	0.1637504987
853	0.1634965055
854	0.163211951
855	0.1629420566
856	0.1626037566
857	0.1623155571
858	0.1621180837
859	0.1618967041
860	0.1616617768
861	0.1614198196
862	0.1612027647
863	0.1609566179
864	0.1606658095
865	0.1603913335
866	0.1601090126
867	0.1598618996
868	0.1596081971
869	0.1593921169
870	0.1591427921
871	0.1588684994
872	0.1586372654
873	0.1584067762
874	0.1581826613
875	0.1579420975
876	0.1577111127
877	0.1574111712
878	0.1571217723
879	0.1568638125
880	0.1565493862
881	0.1562435747
882	0.1559731528
883	0.1557815729
884	0.1555421037
885	0.1552964102
886	0.1550106772
887	0.1548122859
888	0.154586454
889	0.1543723255
890	0.1539510415
891	0.1537221915
892	0.1534949749
893	0.153190734
894	0.1529810311
895	0.1527530166
896	0.1524449411
897	0.1522218203
898	0.151945191
899	0.1517009856
900	0.1514213274
901	0.1511292595
902	0.1508289121
903	0.150596707
904	0.1504001167
905	0.1501697184
906	0.1499458327
907	0.1496571103
908	0.1493617139
909	0.1490292169
910	0.1487747022
911	0.1485652371
912	0.1483374228
913	0.1481021341
914	0.147918795
915	0.1476886292
916	0.147475508
917	0.1472427618
918	0.1470032701
919	0.1468244357
920	0.1466093319
921	0.146325212
922	0.146075076
923	0.1458617394
924	0.145624951
925	0.1454077555
926	0.1451891235
927	0.144887048
928	0.1446414402
929	0.1444249711
930	0.1442080366
931	0.1439541157
932	0.1437715685
933	0.1435526149
934	0.1432584885
935	0.1430380132
936	0.1427504855
937	0.1425173008
938	0.142332102
939	0.1420735706
940	0.141794074
941	0.1415690384
942	0.1413253332
943	0.1411132319
944	0.140906623
945	0.1406393079
946	0.1404293195
947	0.1402288412
948	0.1400223355
949	0.1398064125
950	0.1395544375
951	0.1392988519
952	0.1390202714
953	0.1388292858
954	0.1385888748
955	0.1384034635
956	0.1382017518
957	0.1379661545
958	0.1377408458
959	0.1375160774
960	0.1372720459
961	0.1370511924
962	0.1368018564
963	0.1366017632
964	0.1363438886
965	0.1361298035
966	0.1358826232
967	0.1356379187
968	0.135387063
969	0.1351337231
970	0.1349699857
971	0.1347815073
972	0.134525874
973	0.1342839753
974	0.1340812833
975	0.1338824494
976	0.1337221318
977	0.1335444604
978	0.1332500027
979	0.1330547094
980	0.1327991566
981	0.1325693787
982	0.1323745273
983	0.1321422938
984	0.1319233667
985	0.1316653671
986	0.1314765141
987	0.1312496795
988	0.1310113511
989	0.1308268041
990	0.1306386312
991	0.1304318769
992	0.1302259932
993	0.1300214039
994	0.1297852948
995	0.1295192242
996	0.1293065413
997	0.1291259853
998	0.1289174425
999	0.1286699209
